1 bfc006a4 09 bfaf0000
1 bfc006a8 09 bfaffff4
1 bfc006ac 08 00000000
1 bfc006b0 0a ffffffff
1 bfc006d4 08 00000001
1 bfc006d8 08 00000000
1 bfc00644 10 0000000a
1 bfc00650 04 bfaf0000
1 bfc00654 04 bfaff000
1 bfc00658 05 bfaf0000
1 bfc0065c 05 bfaff008
1 bfc00660 06 bfaf0000
1 bfc00664 06 bfaff004
1 bfc00668 09 00000002
